MatchID,EventID,Team1ID,Team2ID,Team1,Team2,Team1_MapScore,Team2_MapScore
62393,826,6903,6020,Booster Seat Gaming,Pho Real,2,1
62403,826,7046,7047,Bjor's Kittens,Mugiwara,2,0
62391,826,6461,6903,Akrew,Booster Seat Gaming,2,1
62396,826,6164,7043,Radiance,sameROFLMAO,2,0
62401,826,7045,7046,Salt and Vinegar,Bjor's Kittens,2,0
62402,826,7047,3545,Mugiwara,CLG Red,2,0
62355,843,4733,4680,True Rippers,T69,2,0
62389,826,6461,7042,Akrew,Squishy and Friends,2,0
62390,826,6903,6020,Booster Seat Gaming,Pho Real,2,0
62394,826,6164,7044,Radiance,Brolympics eSports,2,0
62395,826,7043,5482,sameROFLMAO,Kowareta,2,1
62399,826,7045,7047,Salt and Vinegar,Mugiwara,2,0
62400,826,7046,3545,Bjor's Kittens,CLG Red,2,0
62173,838,6384,4807,Clarity Esports,Team Arrow,2,0
62354,843,4829,5997,Team Valor,FS Esports ,2,1
62072,769,466,1919,BOOM Esports,Kingsmen,1,1
62172,838,4809,6477,Team Exploit,Fear Legends,2,0
62071,769,6799,6982,Goodfellas Gaming,Nine Esport,2,0
62085,769,4150,623,South Built Esports,Sharper Esport,1,1
62082,769,6389,6844,Bren Esports,shiba n the homies,1,1
62076,769,4325,6807,CERBERUS Esports,W Key,2,0
62084,769,4150,388,South Built Esports,DivisionX Gaming,1,1
62069,769,466,6799,BOOM Esports,Goodfellas Gaming,2,0
61811,825,642,6817,Luminosity,ex-FLICKBAITERS,2,1
61809,825,468,642,Renegades,Luminosity,1,2
61810,825,6817,6198,ex-FLICKBAITERS,Knights Academy,2,1
61805,825,6164,468,Radiance,Renegades,1,2
61806,825,1615,642,Knights,Luminosity,1,2
61807,825,6817,4455,ex-FLICKBAITERS,Third Impact,2,1
51964,768,1470,1471,NASR Esports,Team RA'AD,3,1
61797,825,6164,6856,Radiance,Icarus,2,0
61798,825,3337,468,Team Basilisk,Renegades,1,2
61799,825,1615,6045,Knights,Lenny Time,2,0
61800,825,642,6020,Luminosity,Pho Real,2,0
61801,825,6817,6707,ex-FLICKBAITERS,Gifted,2,0
61804,825,6198,6213,Knights Academy,Cloud9 Academy,2,0
61936,825,642,6707,Luminosity,Gifted,1,0
61942,825,1615,6986,Knights,Ex-Dallas Vendetta,1,0
61943,825,6653,6213,GunsForHire,Cloud9 Academy,1,0
61946,825,6859,468,Aspyre,Renegades,1,0
61947,825,6817,6020,ex-FLICKBAITERS,Pho Real,1,0
61949,825,6198,6934,Knights Academy,Minaweebs Money Crew,1,0
61922,825,6164,6045,Radiance,Lenny Time,1,0
61923,825,3337,5444,Team Basilisk,Bait Academy,1,0
61930,825,468,6879,Renegades,Zenigma Alpha,1,0
61931,825,6817,5038,ex-FLICKBAITERS,YFP Gaming,1,0
61933,825,6198,4455,Knights Academy,Third Impact,1,0
61912,825,6213,6679,Cloud9 Academy,Disciples ,1,0
61915,825,6817,6858,ex-FLICKBAITERS,Trash Pandas,1,0
61917,825,6198,6848,Knights Academy,Hugh Jass Construction,1,0
61407,819,6461,6817,Akrew,ex-FLICKBAITERS,2,0
61408,819,6204,2348,Nemesis,VIRTUOSO,2,1
61405,819,6461,6204,Akrew,Nemesis,2,0
61401,819,6461,6213,Akrew,Cloud9 Academy,2,0
61403,819,6164,2348,Radiance,VIRTUOSO,1,2
61397,819,6164,6651,Radiance,ex-Limit,2,0
61398,819,2348,4647,VIRTUOSO,Thanos Mug Academy(CoT),2,1
61396,819,5832,6204,Zero MarksMen Black,Nemesis,1,2
61399,819,6045,6148,Lenny Time,Project A,1,2
61394,819,6213,6992,Cloud9 Academy,CLB,2,0
61400,819,6817,6451,ex-FLICKBAITERS,Built By Gamers Academy,2,0
61393,819,6461,2378,Akrew,SUPER SQUAD,2,0
61372,819,6148,6707,Project A,Gifted,2,0
61377,819,2139,4647,303 Esports,Thanos Mug Academy(CoT),1,2
61357,819,4529,6651,IlluZion,ex-Limit,1,2
61362,819,2378,6991,SUPER SQUAD,Rose,2,0
61367,819,6990,3748,LFTval,Team Reckaroo,1,2
61382,819,6992,6782,CLB,Up Next,2,0
61387,819,6451,6912,Built By Gamers Academy,Bully Hunters,2,0
61392,819,6204,6989,Nemesis,Iconic,2,0
61355,819,6461,4529,Akrew,IlluZion,1,0
61360,819,6164,2378,Radiance,SUPER SQUAD,1,0
61361,819,6991,6388,Rose,ValorsGG,1,0
61370,819,5444,6148,Bait Academy,Project A,1,0
61375,819,6213,2139,Cloud9 Academy,303 Esports,1,0
61380,819,2348,6992,VIRTUOSO,CLB,1,0
61381,819,6782,6986,Up Next,Ex-Dallas Vendetta,1,0
61390,819,6817,6204,ex-FLICKBAITERS,Nemesis,1,0
61353,819,6461,6679,Akrew,Disciples ,1,0
61354,819,4529,6651,IlluZion,ex-Limit,1,0
61358,819,6164,6991,Radiance,Rose,1,0
61359,819,2378,6388,SUPER SQUAD,ValorsGG,1,0
61368,819,5444,5457,Bait Academy,Valkyrie,1,0
61369,819,6148,6707,Project A,Gifted,1,0
61373,819,6213,6848,Cloud9 Academy,Hugh Jass Construction,1,0
61378,819,2348,6782,VIRTUOSO,Up Next,1,0
61379,819,6992,6986,CLB,Ex-Dallas Vendetta,1,0
61383,819,6451,5601,Built By Gamers Academy,Nightblood Gaming,1,0
61384,819,5832,6912,Zero MarksMen Black,Bully Hunters,1,0
61388,819,6817,6664,ex-FLICKBAITERS,Oni Fans,1,0
61389,819,6204,6989,Nemesis,Iconic,1,0
61445,821,5997,4829,FS Esports ,Team Valor,2,0
61250,818,6144,4455,The Mafia,Third Impact,2,1
61246,818,6144,6213,The Mafia,Cloud9 Academy,2,0
61247,818,5444,4455,Bait Academy,Third Impact,1,2
61248,818,6817,5832,ex-FLICKBAITERS,Zero MarksMen Black,2,0
61249,818,6451,6478,Built By Gamers Academy,ex-Serenity Black,2,0
61290,812,4330,6776,Fancy United Esports,The Meaps,2,0
61238,818,6144,6986,The Mafia,Ex-Dallas Vendetta,2,1
61240,818,5444,6859,Bait Academy,Aspyre,2,0
61241,818,2348,4455,VIRTUOSO,Third Impact,1,2
61242,818,6817,6388,ex-FLICKBAITERS,ValorsGG,2,1
61244,818,6451,6417,Built By Gamers Academy,Fluid Gaming,2,0
61245,818,6478,6045,ex-Serenity Black,Lenny Time,2,0
61337,818,6144,6388,The Mafia,ValorsGG,1,0
61343,818,6213,2139,Cloud9 Academy,303 Esports,1,0
61344,818,6451,6707,Built By Gamers Academy,Gifted,1,0
61328,818,6451,4455,Built By Gamers Academy,Third Impact,1,0
61333,818,2348,6651,VIRTUOSO,ex-Limit,1,0
61307,818,5832,5482,Zero MarksMen Black,Kowareta,1,0
61308,818,6986,5038,Ex-Dallas Vendetta,YFP Gaming,1,0
61311,818,6148,6213,Project A,Cloud9 Academy,1,0
61312,818,6451,3748,Built By Gamers Academy,Team Reckaroo,1,0
61314,818,6817,6417,ex-FLICKBAITERS,Fluid Gaming,1,0
61288,812,4330,4324,Fancy United Esports,FEARUS,2,0
61289,812,6776,4860,The Meaps,DOMINUS,2,0
61412,820,1471,6994,Team RA'AD,wafflemakers,2,1
61413,820,6085,6993,3BL Esports,Dark Tempest,2,0
61563,822,6110,7001,Tactical Five,cismix,2,1
60971,809,4696,6534,Surreal Esports,Fire Flux Young,2,3
61047,812,6776,6970,The Meaps,Take It Easy,2,1
58500,786,918,879,Global Esports,Todak,3,0
61046,812,4324,6967,FEARUS,Homies Nexus,2,0
60970,809,6534,2908,Fire Flux Young,Thunderbolts Gaming,3,2
56822,784,1110,5366,Alter Ego,Action PH,3,0
60968,809,2908,6392,Thunderbolts Gaming,Eternal Fire,2,1
60967,809,4696,6092,Surreal Esports,Regnum Carya Esports,2,0
56828,784,5366,6899,Action PH,Fallen5,2,0
60860,809,4696,1453,Surreal Esports,OtherSide,1,0
60859,809,6534,4762,Fire Flux Young,Galakticos,1,0
60856,809,2908,5310,Thunderbolts Gaming,Fenerbahçe Esports,1,0
60659,811,6090,4940,TSM Academy,Pioneers,2,1
60660,811,6164,468,Radiance,Renegades,2,0
60655,811,6090,2350,TSM Academy,Soniqs,2,0
60657,811,6164,6451,Radiance,Built By Gamers Academy,2,0
60658,811,468,2348,Renegades,VIRTUOSO,2,0
60716,809,6092,2908,Regnum Carya Esports,Thunderbolts Gaming,1,0
60711,809,2036,5310,Besiktas Esports,Fenerbahçe Esports,1,0
56826,784,3652,6899,Morph Impact,Fallen5,1,2
60647,811,6090,3748,TSM Academy,Team Reckaroo,2,1
60648,811,6817,2350,ex-FLICKBAITERS,Soniqs,1,2
60649,811,6795,6653,Betrayed's Fantasy Team,GunsForHire,2,0
60650,811,4940,6651,Pioneers,ex-Limit,2,0
60651,811,6164,2139,Radiance,303 Esports,2,0
60652,811,6451,952,Built By Gamers Academy,Team Flux,2,0
60653,811,468,6020,Renegades,Pho Real,2,0
60654,811,6148,2348,Project A,VIRTUOSO,1,2
60777,811,4940,6213,Pioneers,Cloud9 Academy,1,0
60778,811,6451,5482,Built By Gamers Academy,Kowareta,1,0
60779,811,2350,6664,Soniqs,Oni Fans,1,0
60762,811,6451,2350,Built By Gamers Academy,Soniqs,1,0
60771,811,468,6045,Renegades,Lenny Time,1,0
60744,811,6653,6213,GunsForHire,Cloud9 Academy,1,0
60746,811,6451,6664,Built By Gamers Academy,Oni Fans,1,0
60749,811,6090,2378,TSM Academy,SUPER SQUAD,1,0
60710,809,4696,4762,Surreal Esports,Galakticos,1,0
60708,809,3261,1453,Kafalar eSports,OtherSide,1,0
60707,809,6534,4696,Fire Flux Young,Surreal Esports,1,0
60392,806,6914,6934,Vietnamese Curry,Minaweebs Money Crew,2,0
60393,806,6478,5832,ex-Serenity Black,Zero MarksMen Black,2,0
60329,805,2350,6907,Soniqs,On The Way,1,2
60480,809,5310,6779,Fenerbahçe Esports,Team Demiral Esports,1,0
60479,809,1184,6092,Futbolist,Regnum Carya Esports,1,0
60197,742,6212,3029,Activat3D Esports,Invicta Gaming,1,3
60328,805,6903,6911,Booster Seat Gaming,Team NAME,2,0
60477,809,6092,5310,Regnum Carya Esports,Fenerbahçe Esports,1,0
60476,809,1184,2036,Futbolist,Besiktas Esports,1,0
60461,808,6635,6878,GiefKalash,GOODFOR1 ,2,0
59543,789,2845,3361,EZ KATKA,SMARACIS eSports,2,0
56824,784,6899,5997,Fallen5,FS Esports ,2,0
56823,784,4809,918,Team Exploit,Global Esports,1,2
60381,806,6926,4837,Froggers,Shopify Rebellion,2,0
60383,806,6934,6931,Minaweebs Money Crew,RANK G,2,1
60385,806,6478,6928,ex-Serenity Black,swag and friends,2,0
60387,806,5832,3748,Zero MarksMen Black,Team Reckaroo,2,0
60380,806,6675,6923,The Guard,Christians Rottweilers,2,0
60384,806,6917,6915,Mustache Men,FragHunters,2,0
60386,806,6914,6918,Vietnamese Curry,Rice Burrito,2,0
60324,805,6903,6905,Booster Seat Gaming,Bad Boy Crew,2,1
60325,805,6911,6908,Team NAME,Jays Finest,2,0
60326,805,2350,6902,Soniqs,iwnl,2,1
60327,805,6907,6910,On The Way,Juul Team 6,2,0
60354,806,6926,6937,Froggers,TikTok Baddies,1,0
60318,805,2350,6314,Soniqs,XSET Female,2,0
60350,806,6478,4837,ex-Serenity Black,Shopify Rebellion,1,0
60317,805,6902,6904,iwnl,Zero MarksMen Silver,2,0
60319,805,6905,6906,Bad Boy Crew,Yellow Submarines,2,0
60320,805,6907,6908,On The Way,Jays Finest,2,0
60321,805,6909,1267,Showstoppers,Cloud9 White ,2,1
60322,805,6910,6913,Juul Team 6,The Unfortunate Five,2,0
60347,806,6924,6922,Just happy to be here,Anime Super Soldiers,1,0
60348,806,6926,6928,Froggers,swag and friends,1,0
60349,806,6927,6937,Stim Beacon Boyz,TikTok Baddies,1,0
60395,806,6914,6915,Vietnamese Curry,FragHunters,1,0
60484,788,472,4173,BIG,Ovation eSports,2,0
60314,805,6910,6912,Juul Team 6,Bully Hunters,2,0
60315,805,6911,6913,Team NAME,The Unfortunate Five,2,0
60309,805,6904,6903,Zero MarksMen Silver,Booster Seat Gaming,1,2
60473,809,6534,1453,Fire Flux Young,OtherSide,1,0
60333,806,6914,6916,Vietnamese Curry,Foxera & Friends,1,0
60310,805,2350,6905,Soniqs,Bad Boy Crew,2,1
60312,805,6907,6909,On The Way,Showstoppers,2,0
60195,742,4538,6212,Team Queso,Activat3D Esports,1,2
60483,788,6211,5214,cowana Gaming,CGN Esports,1,2
60471,809,6534,3261,Fire Flux Young,Kafalar eSports,1,0
60306,805,6910,6911,Juul Team 6,Team NAME,1,2
60470,809,4696,6392,Surreal Esports,Eternal Fire,1,0
60300,805,4975,6904,Sewercats,Zero MarksMen Silver,1,2
60302,805,2350,6906,Soniqs,Yellow Submarines,2,0
60304,805,6907,1267,On The Way,Cloud9 White ,2,0
60305,805,6908,6909,Jays Finest,Showstoppers,2,0
59541,789,3361,6230,SMARACIS eSports,Team Lixa,2,0
60422,807,6387,6938,Bleed eSports,Looking for team,2,0
56818,784,1110,5997,Alter Ego,FS Esports ,2,1
60921,813,6963,3504,Outplay Uprising,DR Esports,1,0
60419,807,6718,6939,Huat Zai,anythinglajustput,2,1
60194,742,3029,5441,Invicta Gaming,Anonymo Esports,2,0
60193,742,6212,6629,Activat3D Esports,Ungentium,2,0
60481,788,472,6211,BIG,cowana Gaming,2,0
56815,784,3652,4809,Morph Impact,Team Exploit,2,0
56816,784,5366,918,Action PH,Global Esports,2,0
51962,768,1471,1594,Team RA'AD,Team Majesty,3,1
59598,790,4940,6461,Pioneers,Akrew,1,2
59596,790,4940,4455,Pioneers,Third Impact,2,0
59592,790,4940,6817,Pioneers,ex-FLICKBAITERS,2,0
59593,790,4455,6213,Third Impact,Cloud9 Academy,2,1
59595,790,6461,6144,Akrew,Next-Gen(The Mafia),2,1
51961,768,1470,3527,NASR Esports,Piercer Esports,3,1
59584,790,4940,6020,Pioneers,Pho Real,2,0
59585,790,6817,4388,ex-FLICKBAITERS,Cosmic Divide,2,0
59586,790,4455,6859,Third Impact,Aspyre,2,1
59587,790,6213,3748,Cloud9 Academy,Team Reckaroo,2,1
59588,790,3337,1267,Team Basilisk,Cloud9 White ,2,1
59589,790,6164,5444,Radiance,Bait Academy,2,1
59590,790,6461,6418,Akrew,Actually Homeless,2,0
59591,790,6144,6478,Next-Gen(The Mafia),ex-Serenity Black,2,0
59660,790,6461,6020,Akrew,Pho Real,1,0
59662,790,1267,6198,Cloud9 White ,Knights Academy,1,0
59663,790,4940,6454,Pioneers,Eclectiq,1,0
59640,790,6461,6664,Akrew,Oni Fans,1,0
59618,790,6461,6171,Akrew,Pridestark Empire,1,0
59620,790,1267,6454,Cloud9 White ,Eclectiq,1,0
59622,790,468,6703,Renegades,Project02,1,0
59629,790,6213,6707,Cloud9 Academy,Gifted,1,0
51960,768,1594,4811,Team Majesty,SCYTES Esports,2,0
56415,714,6726,6126,Crimas Disciples,Legacy Esports,3,1
51958,768,1471,4918,Team RA'AD,RTG eSports,2,0
51296,449,3531,682,Acend,Gambit Esports,3,2
51957,768,1470,6723,NASR Esports,MLC Esports,2,1
51295,449,682,2355,Gambit Esports,KRÜ Esports,2,1
51294,449,3531,474,Acend,Team Liquid,2,0
55359,703,6003,799,Team XO,Velocity Gaming,1,2
58492,783,799,2917,Velocity Gaming,Enigma Gaming,3,2
51293,449,2593,2355,Fnatic,KRÜ Esports,1,2
51292,449,682,2112,Gambit Esports,X10 CRIT,2,1
58491,783,918,2917,Global Esports,Enigma Gaming,1,2
51291,449,474,188,Team Liquid,Cloud9,2,0
51290,449,3531,6199,Acend,Team Secret,2,0
55512,780,6461,4345,Akrew,SoaR,2,0
55510,780,6461,4940,Akrew,Pioneers,2,0
55511,780,4345,5832,SoaR,Zero MarksMen Black,2,1
51270,449,427,2112,Envy,X10 CRIT,1,2
51286,449,198,188,DRX Vision Strikers,Cloud9,1,2
55498,780,6461,1267,Akrew,Cloud9 White ,2,0
55499,780,5444,6144,Bait Academy,The Mafia,2,1
55500,780,468,2350,Renegades,Soniqs,1,2
55501,780,4940,6020,Pioneers,Pho Real,2,0
55502,780,4345,6419,SoaR,Elysium,2,0
55504,780,470,6592,Complexity,BIG BOY'S CLUB,2,1
51276,449,2,2355,Sentinels,KRÜ Esports,1,2
51268,449,3531,427,Acend,Envy,2,0
57303,785,4388,4455,Cosmic Divide,Third Impact,2,0
51275,449,2355,2406,KRÜ Esports,FURIA,2,1
51280,449,6199,277,Team Secret,Crazy Raccoon,2,0
55790,769,6387,6844,Bleed eSports,shiba n the homies,2,0
57297,785,5248,4455,Evil Geniuses,Third Impact,2,1
51274,449,474,2,Team Liquid,Sentinels,2,1
57276,785,4388,5601,Cosmic Divide,Nightblood Gaming,2,1
57278,785,6864,6865,Frag Ya Bag,Hot Thots,2,0
57279,785,5248,6866,Evil Geniuses,RIT Orange,2,0
51279,449,682,420,Gambit Esports,Team Vikings,2,1
51267,449,427,2112,Envy,X10 CRIT,2,0
51284,449,198,2593,DRX Vision Strikers,Fnatic,1,2
51273,449,2,2406,Sentinels,FURIA,2,1
51277,449,682,6199,Gambit Esports,Team Secret,2,1
51283,449,2593,188,Fnatic,Cloud9,2,1
51278,449,420,277,Team Vikings,Crazy Raccoon,2,0
51282,449,198,4050,DRX Vision Strikers,FULL SENSE,2,0
52479,772,533,1034,XSET,NRG Esports,2,1
52477,772,533,470,XSET,Complexity,2,0
52478,772,1034,6817,NRG Esports,ex-FLICKBAITERS,2,0
52473,772,533,5248,XSET,Evil Geniuses,2,1
52474,772,470,6144,Complexity,The Mafia,2,0
52475,772,1034,468,NRG Esports,Renegades,2,0
52476,772,6817,6148,ex-FLICKBAITERS,Project A,2,1
51496,758,6484,5406,Tropinha do TIKTOK,Stars Horizon,1,2
51824,760,4686,6092,Fire Flux Esports,Regnum Carya Esports,3,0
51022,752,624,2532,Paper Rex,Louvre,3,0
50292,714,4036,6492,Team Bliss,HERO Esports,2,1
52465,772,533,6164,XSET,Radiance,2,0
52467,772,470,6198,Complexity,Knights Academy,2,1
52469,772,1034,4345,NRG Esports,SoaR,2,1
52470,772,468,6020,Renegades,Pho Real,2,0
52472,772,6148,6204,Project A,Nemesis,2,1
52721,772,3748,1267,Team Reckaroo,Cloud9 White ,1,0
52722,772,6144,5248,The Mafia,Evil Geniuses,1,0
52715,772,470,5482,Complexity,Kowareta,1,0
52718,772,6675,4345,The Guard,SoaR,1,0
52720,772,468,5832,Renegades,Zero MarksMen Black,1,0
52699,772,470,3337,Complexity,Team Basilisk,1,0
52706,772,5248,1267,Evil Geniuses,Cloud9 White ,1,0
52696,772,1034,6454,NRG Esports,Eclectiq,1,0
52694,772,533,6817,XSET,ex-FLICKBAITERS,1,0
52702,772,4345,4529,SoaR,IlluZion,1,0
52678,772,6817,6213,ex-FLICKBAITERS,Cloud9 Academy,1,0
52683,772,470,6020,Complexity,Pho Real,1,0
52690,772,1267,6144,Cloud9 White ,The Mafia,1,0
51830,760,1184,6092,Futbolist,Regnum Carya Esports,2,3
50291,714,6126,6726,Legacy Esports,Crimas Disciples,2,1
50290,714,6047,6512,VERTEX,Kraken ESC White,2,0
51823,760,1184,4686,Futbolist,Fire Flux Esports,1,2
50494,696,2100,6750,GMT Esports,Rebels Gaming,3,2
51829,760,6092,2908,Regnum Carya Esports,Thunderbolts Gaming,2,0
52403,761,918,799,Global Esports,Velocity Gaming,3,1
51720,766,468,2350,Renegades,Soniqs,2,1
51718,766,468,6144,Renegades,The Mafia,2,0
51714,766,468,4388,Renegades,Cosmic Divide,2,1
51716,766,5248,6478,Evil Geniuses,ex-Serenity Black,2,1
51717,766,2350,3944,Soniqs,Teal Seam,2,0
50493,696,756,6750,ehehxd,Rebels Gaming,1,2
52408,770,472,5214,BIG,CGN Esports,2,1
51828,760,2908,3261,Thunderbolts Gaming,Kafalar eSports,2,0
51083,460,2533,2059,Alliance,Team Vitality,1,3
51568,762,2755,6313,SAW,KPI Gaming,1,2
50492,696,2100,6267,GMT Esports,One Breath Gaming,2,1
51827,760,6092,4762,Regnum Carya Esports,Galakticos,2,0
51547,761,799,2917,Velocity Gaming,Enigma Gaming,2,0
51706,766,468,4455,Renegades,Third Impact,2,0
51707,766,4388,6204,Cosmic Divide,Nemesis,2,0
51708,766,6144,6422,The Mafia,Resonate,2,1
51709,766,6795,5444,Betrayed's Fantasy Team,Bait Academy,2,0
51710,766,5248,6418,Evil Geniuses,Actually Homeless,2,0
51712,766,2350,5924,Soniqs,FLICKBAITERS,2,1
51713,766,3944,5832,Teal Seam,Zero MarksMen Black,2,0
51755,766,5248,4837,Evil Geniuses,Shopify Rebellion,1,0
51761,766,2350,6020,Soniqs,Pho Real,1,0
51762,766,6198,4455,Knights Academy,Third Impact,1,0
51765,766,6144,5460,The Mafia,Rock Bottom,1,0
51739,766,5248,6796,Evil Geniuses,Proximity,1,0
51741,766,6090,6680,TSM Academy,Echo Alternative,1,0
51744,766,468,2378,Renegades,SUPER SQUAD,1,0
51745,766,2350,4455,Soniqs,Third Impact,1,0
51746,766,6020,6198,Pho Real,Knights Academy,1,0
51749,766,6144,4587,The Mafia,Spectral Esports Blue,1,0
51752,766,3944,6045,Teal Seam,Lenny Time,1,0
51754,766,4388,6675,Cosmic Divide,The Guard,1,0
51724,766,5248,5924,Evil Geniuses,FLICKBAITERS,1,0
51729,766,2350,6198,Soniqs,Knights Academy,1,0
51733,766,6144,6418,The Mafia,Actually Homeless,1,0
51737,766,6422,4388,Resonate,Cosmic Divide,1,0
51738,766,6675,5039,The Guard,Team Volted,1,0
53316,775,4616,5391,UCAM Esports Club,AXIBYTE ESPORTS,2,0
53318,775,6635,6722,GiefKalash,FuelCore,1,2
49964,744,472,3114,BIG,IVY,2,0
53313,775,5391,6722,AXIBYTE ESPORTS,FuelCore,1,0
51822,760,6092,4686,Regnum Carya Esports,Fire Flux Esports,1,2
52406,770,5214,4173,CGN Esports,Ovation eSports,2,0
53312,775,4616,6635,UCAM Esports Club,GiefKalash,1,0
49970,744,3114,4960,IVY,unjobbed,2,1
52405,770,472,6797,BIG,SENTHEX,2,0
51821,760,2908,1184,Thunderbolts Gaming,Futbolist,1,2
51553,761,2917,910,Enigma Gaming,Exceeli Esports,2,0
51826,760,3261,2036,Kafalar eSports,Besiktas Esports,2,0
51825,760,4762,5310,Galakticos,Fenerbahçe Esports,2,1
51546,761,799,2917,Velocity Gaming,Enigma Gaming,2,1
51552,761,910,4733,Exceeli Esports,True Rippers,2,0
51366,710,6490,4036,Nerdnecks,Team Bliss,2,0
51820,760,4686,2036,Fire Flux Esports,Besiktas Esports,2,0
51819,760,6092,3261,Regnum Carya Esports,Kafalar eSports,2,0
51550,761,910,4832,Exceeli Esports,ROG Academy,2,0
51019,752,2532,918,Louvre,Global Esports,2,1
51551,761,4733,6471,True Rippers,S8UL Esports,2,0
51675,764,6461,1615,Akrew,Knights,2,1
51673,764,6461,3337,Akrew,Team Basilisk,2,0
51674,764,1615,6090,Knights,TSM Academy,2,0
51669,764,6461,5038,Akrew,YFP Gaming,2,1
51670,764,5924,3337,FLICKBAITERS,Team Basilisk,1,2
51565,762,2755,4616,SAW,UCAM Esports Club,1,0
51817,760,1184,5310,Futbolist,Fenerbahçe Esports,2,0
51563,762,6139,2755,19esports,SAW,1,0
51561,762,6139,6264,19esports,Zeta Gaming,1,0
51816,760,4762,2908,Galakticos,Thunderbolts Gaming,1,2
51549,761,797,6471,God Particles,S8UL Esports,1,2
51016,752,799,4809,Velocity Gaming,Team Exploit,2,0
51545,761,2917,910,Enigma Gaming,Exceeli Esports,2,0
51544,761,799,4733,Velocity Gaming,True Rippers,2,0
51017,752,918,2917,Global Esports,Enigma Gaming,2,1
51548,761,4832,6470,ROG Academy,VLT Asteria,2,1
51661,764,6461,4366,Akrew,Elmerz Glue,2,0
51664,764,3337,6198,Team Basilisk,Knights Academy,2,0
51665,764,6204,6451,Nemesis,Built By Gamers Academy,2,1
51666,764,1615,2350,Knights,Soniqs,2,0
51667,764,6164,5039,Radiance,Team Volted,2,0
51668,764,3748,6090,Team Reckaroo,TSM Academy,1,2
51894,764,3337,6090,Team Basilisk,TSM Academy,1,0
51899,764,4346,4587,DarkZero Esports ,Spectral Esports Blue,1,0
51905,764,5038,6020,YFP Gaming,Pho Real,1,0
51907,764,6461,4529,Akrew,IlluZion,1,0
51882,764,4366,4346,Elmerz Glue,DarkZero Esports ,1,0
51885,764,6164,6198,Radiance,Knights Academy,1,0
51886,764,2228,3322,Dallas Vendetta,Border Monsters,1,0
51888,764,6204,5038,Nemesis,YFP Gaming,1,0
51863,764,6090,4455,TSM Academy,Third Impact,1,0
51869,764,6198,5482,Knights Academy,Kowareta,1,0
51874,764,1267,4529,Cloud9 White ,IlluZion,1,0
51558,762,6134,6149,Einheit,Case Esports,1,0
51557,762,6149,6313,Case Esports,KPI Gaming,1,0
51012,752,624,2532,Paper Rex,Louvre,2,0
51543,761,799,4832,Velocity Gaming,ROG Academy,2,0
51011,752,6387,1110,Bleed eSports,Alter Ego,1,2
45432,705,3944,6478,Teal Seam,ex-Serenity Black,1,2
43593,693,6401,243,FOGUETE,Gamelanders Blue,3,1
51082,460,2059,3908,Team Vitality,Team BDS,3,2
50641,745,6530,6263,G2 Gozen,Guild X,3,1
51081,460,6533,2533,Last Dance,Alliance,1,3
51541,761,4733,6470,True Rippers,VLT Asteria,2,0
50799,639,4915,3996,Natus Vincere,368,1,0
51015,752,2917,6304,Enigma Gaming,E2S Lexious,2,0
51540,761,910,6471,Exceeli Esports,S8UL Esports,2,0
50797,639,4915,3799,Natus Vincere,Moscow Five jr,1,0
45430,705,3944,6451,Teal Seam,Built By Gamers Academy,2,0
45431,705,6478,6164,ex-Serenity Black,Radiance,2,1
50798,639,3996,5240,368,deathwish,1,0
50149,701,6312,2373,KOVA,Rix.GG Thunder,2,0
51080,460,3908,4471,Team BDS,BK ROG Esports,2,0
50792,639,3114,4915,IVY,Natus Vincere,2,1
50671,745,6263,5467,Guild X,Oxxgen Esports,2,1
45427,705,6451,6045,Built By Gamers Academy,Lenny Time,2,1
50796,639,5240,6469,deathwish,VCTRY Esports,1,0
51079,460,2059,6446,Team Vitality,Stunned5,2,0
50790,639,4915,6469,Natus Vincere,VCTRY Esports,2,1
50147,701,4616,6312,UCAM Esports Club,KOVA,2,0
50787,639,3996,6466,368,Redragon,2,1
50788,639,2100,3799,GMT Esports,Moscow Five jr,2,1
51077,460,6533,6601,Last Dance,New World,2,0
51014,752,4809,910,Team Exploit,Exceeli Esports,2,0
51519,755,388,2151,DivisionX Gaming,Kantic Gaming,2,0
50146,701,6312,2373,KOVA,Rix.GG Thunder,2,1
50670,745,5467,6024,Oxxgen Esports,TENSTAR Nova,2,1
50145,701,5391,4616,AXIBYTE ESPORTS,UCAM Esports Club,1,2
49635,739,466,624,BOOM Esports,Paper Rex,2,0
51410,755,388,5931,DivisionX Gaming,Team Big BAAM,2,1
50919,752,1110,918,Alter Ego,Global Esports,2,1
51409,755,5954,6776,Team Capalot,The Meaps,2,1
49634,739,4150,6387,South Built Esports,Bleed eSports,2,1
49633,739,623,624,Sharper Esport,Paper Rex,1,2
50999,705,5924,468,FLICKBAITERS,Renegades,2,1
51001,705,3337,6478,Team Basilisk,ex-Serenity Black,2,0
51003,705,6164,2228,Radiance,Dallas Vendetta,2,1
50667,745,6024,4415,TENSTAR Nova,Rix.GG Lightning,2,0
50638,745,6263,6295,Guild X,SMARACIS eSports Female,2,1
49632,739,466,6389,BOOM Esports,Bren Esports,2,0
51207,755,2151,6776,Kantic Gaming,The Meaps,1,0
50916,752,624,4809,Paper Rex,Team Exploit,2,0
50663,745,5467,6738,Oxxgen Esports,5ynerG,2,0
