PlayerID,PlayerName,TeamAbbr,TeamID,TeamName
10059,pepe,GCU,2800.0,GCU Esports
10058,Warmy,GCU,2800.0,GCU Esports
10057,Volt,TM,5829.0,Team Mystic
10056,Alcpwn,GCU,2800.0,GCU Esports
10055,Presy,GCU,2800.0,GCU Esports
10054,6pack,D2E,4308.0,Down Two Earth
10053,FireBallOps,BBG.A,6451.0,Built By Gamers Academy
10052,2AM,AMAR,2779.0,Amarok Esports
10051,GLORIOUS,AMAR,2779.0,Amarok Esports
10050,Kodiak,AMAR,2779.0,Amarok Esports
10049,Vibes,HALF,2588.0,HalfBliss
10048,Peejster,AMAR,2779.0,Amarok Esports
10044,Yolo,SPEC,6529.0,Spectral Esports Purple
10043,Timburr,VALK,5457.0,Valkyrie
10042,Syz,VALK,5457.0,Valkyrie
10036,Angelo,GAME,6573.0,Gamer In Real Life
10035,CrazyMonkcs,GAME,6573.0,Gamer In Real Life
10034,cyclonecs,GAME,6573.0,Gamer In Real Life
10033,AmazingMan123,GAME,6573.0,Gamer In Real Life
10032,BONICKALFGALINDO,GAME,6573.0,Gamer In Real Life
10031,BODA,ZENI,6879.0,Zenigma Alpha
10030,ClaymorePlatypus,AQUA,2805.0,Aquatik
10029,mino,AQUA,2805.0,Aquatik
10028,Kozmik,AQUA,2805.0,Aquatik
10027,spring,AQUA,2805.0,Aquatik
10026,vital,LUNC,2774.0,Lunch Club
10025,Aura,KOWA,5482.0,Kowareta
10023,Tesid,,,
10022,krayola,,,
10021,SaP,,,
10020,koldqt,,,
10019,mikee,,,
10018,Vintage,,,
10017,Beaglefat,,,
10016,ElocktheSock,,,
10015,ViPER_,,,
10013,Arctic,,,
9977,NLDi7,SHAV,6187.0,Shaverma
9962,Buket2h,TRYI,3379.0,trying to win
9950,BABALLIKA,PARO,2867.0,paroXysme
9949,justf4,PARO,2867.0,paroXysme
9948,Varia,PARO,2867.0,paroXysme
9947,Tre,PARO,2867.0,paroXysme
9946,juicejam,PARO,2867.0,paroXysme
9915,iamtaymee,PURP,4519.0,PURPURE
9837,flare,,,
9836,twice,,,
9835,Ali,GIFT,6707.0,Gifted
9833,smooty,,,
9826,cover6,FUSC,2811.0,FUSCA AZUL
9825,driize,ONLY,6001.0,OnlyFriends
9824,Reisen,,,
9823,KNs,,,
9822,Madezin,VOLE,5494.0,volei e peteca
9821,m4ndzin,VOLE,5494.0,volei e peteca
9820,zPiXiS,MEME,4083.0,Memelanders
9819,hiccz,URUB,2807.0,Urubuzada e-Sports
9818,faintz,666,4634.0,666
9817,vn,LING,2808.0,LINGUISALESS
9816,gzn,LING,2808.0,LINGUISALESS
9812,puckA,SURR,4696.0,Surreal Esports
9810,Alfajer,SURR,4696.0,Surreal Esports
9804,alecks,PRX,624.0,Paper Rex
9803,d4v41,PRX,624.0,Paper Rex
9802,Benkai,PRX,624.0,Paper Rex
9801,f0rsakeN,PRX,624.0,Paper Rex
9800,mindfreak,PRX,624.0,Paper Rex
9799,Tommy,PRX,624.0,Paper Rex
9790,redwater877,PM,5348.0,PM
9783,Doenmo,레.,6616.0,레.스.고
9780,Jamppi,TL,474.0,Team Liquid
9771,Sleepy,ONIC,2032.0,ONIC G
9765,sw1ze,EGN,4671.0,EGN Esports
9762,Jamie,DUCK,4406.0,Duck Gaming
9751,Kefka,OHMY,2742.0,OhMyGirl
9749,Dasward,OHMY,2742.0,OhMyGirl
9748,blackkatana,ABC,3184.0,All Born to Clutch
9747,Emman,APH,5366.0,Action PH
9746,Weytopia,DF,2749.0,DreamFyre
9745,Georggyyy,APH,5366.0,Action PH
9744,VinDict,DF,2749.0,DreamFyre
9743,AidreN,AFN,1935.0,Affinity Esports
9741,Aryu,APH,5366.0,Action PH
9740,Wild0reoo,WKR,3692.0,Walküre
9739,kn1ves,AFN,1935.0,Affinity Esports
9738,Erz4h,DF,2749.0,DreamFyre
9737,Kakarot,F5,6899.0,Fallen5
9736,Flash,ZLS,4855.0,Zeal Esports
9735,2ge,ZLS,4855.0,Zeal Esports
9734,senyorcarL,ZLS,4855.0,Zeal Esports
9721,WeKa,MORPH,3652.0,Morph Impact
9720,Brozey,CNL,4893.0,Cynical
9719,PuussE,EX-R,4076.0,ex-Reveur/Team Phenix
9718,meejaey,EX-R,4076.0,ex-Reveur/Team Phenix
9717,Lilo,EX-R,4076.0,ex-Reveur/Team Phenix
9706,JQK,TERM,2743.0,Terminate Esports
9705,AnotherZ,TERM,2743.0,Terminate Esports
9704,Jaahon,TERM,2743.0,Terminate Esports
9703,ToeyWk,TERM,2743.0,Terminate Esports
9702,Pondny,TERM,2743.0,Terminate Esports
9701,Superduper,FXG,2270.0,Foxy Araikordai
9698,MonOkson,REDR,6466.0,Redragon
9671,JayB,MSR,3068.0,MSR Esport
9669,TripleNINE,MSR,3068.0,MSR Esport
9668,SAYC,MSR,3068.0,MSR Esport
9667,HeXa,MSR,3068.0,MSR Esport
9662,M1KE,BONG,4595.0,Bongos
9646,paria,VACU,3862.0,Vacuumers
9644,hate,NW,3830.0,No Witness
9643,a1mstar,NW,3830.0,No Witness
9642,Pellow,NW,3830.0,No Witness
9629,JIB,BEE,3861.0,Békéscsabai E-sport Egyesület
9627,KELO,BEE,3861.0,Békéscsabai E-sport Egyesület
9623,mediKa,FUTB,6210.0,Futbolist Female
9608,BoyE,SP,2617.0,Sausage Party
9607,Shannon,SP,2617.0,Sausage Party
9606,vazionWOW,SP,2617.0,Sausage Party
9605,Zahpire,SP,2617.0,Sausage Party
9604,Enz0,SP,2617.0,Sausage Party
9590,dogger,LB,3082.0,Lasagna Beam
9589,RiddleMeThis,LB,3082.0,Lasagna Beam
9588,Judi,,,
9587,pigger,LB,3082.0,Lasagna Beam
9586,Flax,LB,3082.0,Lasagna Beam
9582,benJyyy2k,TS,6199.0,Team Secret
9581,neroZ,TS,6199.0,Team Secret
9580,BOAT,TS,6199.0,Team Secret
9579,Sayonara,ACK,2964.0,Ackerman Team
9578,Slinq,ACK,2964.0,Ackerman Team
9561,blocker,DFX,2726.0,DeftFox
9560,xek,A3D,6212.0,Activat3D Esports
9559,nk4y,A3D,6212.0,Activat3D Esports
9558,Wolfen,A3D,6212.0,Activat3D Esports
9557,NeFi,TMP,2913.0,TempesT
9556,demek,TMP,2913.0,TempesT
9555,hazgi,TMP,2913.0,TempesT
9554,kajak,TMP,2913.0,TempesT
9553,Lajsky,TMP,2913.0,TempesT
9543,TeTrixX,DREA,6131.0,Dream Team
9541,hooligaN,DREA,6131.0,Dream Team
9533,Kraît,MTP,4470.0,MTP Esport
9532,tAyy,BLUE,3384.0,BLUEJAYS Frates
9531,favseven,SENT,6797.0,SENTHEX
9530,pryxi,VOLT,3884.0,Voltage
9529,Lucky,VOLT,3884.0,Voltage
9528,ZeroGhost,VOLT,3884.0,Voltage
9526,PsYch0,NW,3830.0,No Witness
9525,Piniu,FUNE,4709.0,Funee Monkee
9516,konsul,PHEN,3086.0,Phenomenon
9515,madsztw,PHEN,3086.0,Phenomenon
9514,popechuz,PHEN,3086.0,Phenomenon
9513,rumpeuhyree,PHEN,3086.0,Phenomenon
9512,kodazy,PHEN,3086.0,Phenomenon
9510,KugelMitSahne,FLAS,3325.0,FlashDash
9508,Leosen,OVAT,4173.0,Ovation eSports
9506,LABELLA,GAMI,6724.0,Gaming Barracks
9505,kETTU,FC,6722.0,FuelCore
9503,DmGod,JH,1558.0,John Howard
9502,albert,NOM,6191.0,NOM eSports
9447,Apyr,MONK,6341.0,Monkey Momentum
9439,LEYKO,FCG,1796.0,ECM FCG eSports
9438,h6Tsu,FCG,1796.0,ECM FCG eSports
9436,KyuD,FCG,1796.0,ECM FCG eSports
9435,givar,QZ,4097.0,qz
9434,Samsi,BETA,6565.0,BETA
9433,Zynella,FEAR,6749.0,Fearless
9432,Salty,PEEP,5472.0,Peeposhy
9431,Cille,G2,6530.0,G2 Gozen
9423,Mace,CIRC,1816.0,Circe
9417,AIMDEM0N,BAND,5684.0,Banditz
9399,Vennom,FF,6362.0,Fire Flux Esports Female
9398,Bix,FF,6362.0,Fire Flux Esports Female
9392,olexz,VALO,6388.0,ValorsGG
9391,Zvim,SG,2252.0,SLAMMING GEARS
9378,mummEy,PÊEK,2606.0,PÊEK Gaming
9377,ZeithyV,GRAN,4987.0,Granjeros
9376,Zun777,,,
9375,Explosive,PÊEK,2606.0,PÊEK Gaming
9374,Baez,FNK,3125.0,Funkboings
9373,lirikaL,99C,1996.0,99cents
9372,lirikaL,99C,1996.0,99cents
9371,Violence,AKV,1991.0,Akave Esports
9369,Rick,SYNE,2603.0,Synergy Esports
9368,xlkurama,SYNE,2603.0,Synergy Esports
9367,Kun,SYNE,2603.0,Synergy Esports
9366,Rox,SYNE,2603.0,Synergy Esports
9365,Maton,SYNE,2603.0,Synergy Esports
9363,LooNey,PASS,4989.0,Pass Gaming
9362,nav1dAd,WALT,2602.0,WALTEM Gaming
9361,autimatic,T1,14.0,T1
9360,Diewitro,MOX,2354.0,Movistar Optix
9356,huikgX,CRUZ,4356.0,Cruzados Esports
9355,juanu,MALV,2596.0,Malvinas Gaming
9354,Cebando,MOTI,4355.0,Motion Team
