Model,AccTrain,AccTest
DecisionTreeClassifier,1.0,0.9243673174258857
DecisionTreeClassifier,1.0,0.9232104121475054
DecisionTreeClassifier,1.0,0.925524222704266
DecisionTreeClassifier,1.0,0.9261026753434562
DecisionTreeClassifier,1.0,0.9272595806218366
DecisionTreeClassifier,1.0,0.93058568329718
DecisionTreeClassifier,1.0,0.9230657989877079
DecisionTreeClassifier,1.0,0.9262472885032538
DecisionTreeClassifier,1.0,0.9200289226319595
DecisionTreeClassifier,1.0,0.9232104121475054
