AgentType,TeamWin,Count,Percent
Controllers,False,1304,0.487658937920718
Controllers,True,1370,0.512341062079282
Duelists,False,5637,0.5028545941123996
Duelists,True,5573,0.49714540588760037
Initiators,False,3665,0.5125157320654454
Initiators,True,3486,0.4874842679345546
Sentinels,False,2281,0.4620214705286611
Sentinels,True,2656,0.5379785294713388
